ID,Year,Pick,Team,Player,Nationality,Position,Age,GamesPlayed,Goals,Assists,Points,PlusMinus,PenaltyMinutes
1435,2016,120,New York Islanders,Otto Koivula,FI,W,18,20,48,41,89,1,84
1448,2016,133,Ottawa Senators,Maxime Lajoie,CA,D,18,67,48,71,119,-71,224
1454,2016,139,Philadelphia Flyers,Linus Hogberg,SE,D,18,5,47,48,95,-5,134
1456,2016,141,New York Rangers,Timothy Gettinger,US,W,18,16,47,153,200,-5,212
1457,2016,142,Los Angeles Kings,Michael Eyssimont,US,C,20,1,47,128,175,185,838
1460,2016,145,Washington Capitals,Beck Malenstyn,CA,W,18,15,47,49,96,-13,74
1461,2016,146,Dallas Stars,Nicholas Caamano,CA,W,18,36,47,51,98,14,156
1462,2016,147,Washington Capitals,Axel Jonsson-Fjallby,SE,W,18,23,46,52,98,18,76
1474,2016,159,Buffalo Sabres,Brandon Hagel,CA,W,18,130,46,93,139,-18,333
1475,2016,160,Montreal Canadiens,Michael Pezzetta,CA,C,18,51,46,53,99,22,146
1480,2016,165,Boston Bruins,Oskar Steen,SE,C,18,23,45,57,102,-19,150
1481,2016,166,Calgary Flames,Matthew Phillips,CA,C,18,1,45,238,283,82,251
1484,2016,169,Philadelphia Flyers,Tanner Laczynski,US,C,19,6,45,159,204,-25,1065
1488,2016,173,Chicago Blackhawks,Blake Hillman,US,D,20,4,45,52,97,-37,1789
1500,2016,185,Columbus Blue Jackets,Calvin Thurkauf,CH,C,19,3,44,207,251,39,359
1507,2016,192,New Jersey Devils,Jeremy Davies,CA,D,19,22,44,175,219,57,831
1527,2015,1,Edmonton Oilers,Connor McDavid,CA,C,18,487,42,146,188,-62,150
1528,2015,2,Buffalo Sabres,Jack Eichel,US,C,18,409,42,104,146,30,228
1529,2015,3,Arizona Coyotes,Dylan Strome,CA,C,18,273,42,129,171,-27,132
1530,2015,4,Toronto Maple Leafs,Mitchell Marner,CA,C,18,427,42,38,80,-7,69
1531,2015,5,Carolina Hurricanes,Noah Hanifin,US,D,18,517,42,30,72,-13,230
1532,2015,6,New Jersey Devils,Pavel Zacha,CZ,C,18,386,42,156,198,-38,494
1533,2015,7,Philadelphia Flyers,Ivan Provorov,RU,D,18,450,42,72,114,-38,144
1534,2015,8,Columbus Blue Jackets,Zach Werenski,US,D,18,403,42,51,93,-32,77
1535,2015,9,San Jose Sharks,Timo Meier,CH,W,18,394,42,62,104,9,132
1536,2015,10,Colorado Avalanche,Mikko Rantanen,FI,W,18,408,42,118,160,-31,308
1537,2015,11,Florida Panthers,Lawson Crouse,CA,W,18,346,42,60,102,-33,1103
1538,2015,12,Dallas Stars,Denis Gurianov,RU,W,18,214,42,49,91,0,26
1539,2015,13,Boston Bruins,Jakub Zboril,CZ,D,18,54,42,62,104,5,92
1540,2015,14,Boston Bruins,Jake Debrusk,CA,W,18,321,42,91,133,8,495
1541,2015,15,Boston Bruins,Zachary Senyshyn,CA,W,18,16,42,187,229,2,621
1542,2015,16,New York Islanders,Mathew Barzal,CA,C,18,362,42,188,230,-2,1588
1543,2015,17,Winnipeg Jets,Kyle Connor,US,W,18,384,42,96,138,37,467
1544,2015,18,Ottawa Senators,Thomas Chabot,CA,D,18,313,42,68,110,-6,73
1545,2015,19,Detroit Red Wings,Evgeny Svechnikov,RU,W,18,113,42,38,80,-25,73
1546,2015,20,Minnesota Wild,Joel Eriksson Ek,SE,C,18,343,42,80,122,16,108
1547,2015,21,Ottawa Senators,Colin White,US,C,18,224,42,202,244,320,433
1549,2015,23,Vancouver Canucks,Brock Boeser,US,W,18,324,41,149,190,63,372
1550,2015,24,Philadelphia Flyers,Travis Konecny,CA,C,18,428,41,49,90,-32,533
1551,2015,25,Winnipeg Jets,Jack Roslovic,US,C,18,309,41,41,82,-45,52
1552,2015,26,Montreal Canadiens,Noah Juulsen,CA,D,18,56,41,37,78,-18,118
1553,2015,27,Anaheim Ducks,Jacob Larsson,SE,D,18,165,41,51,92,-25,429
1554,2015,28,New York Islanders,Anthony Beauvillier,CA,W,18,408,41,128,169,26,1099
1555,2015,29,Columbus Blue Jackets,Gabriel Carlsson,SE,D,18,75,41,50,91,-52,272
1556,2015,30,Arizona Coyotes,Nicholas Merkley,CA,W,18,41,41,97,138,22,907
1558,2015,32,Arizona Coyotes,Christian Fischer,US,W,18,318,41,38,79,-27,212
1559,2015,33,Tampa Bay Lightning,Mitchell Stephens,CA,C,18,72,41,50,91,-38,3207
1560,2015,34,Toronto Maple Leafs,Travis Dermott,CA,D,18,268,41,68,109,-6,794
1561,2015,35,Carolina Hurricanes,Sebastian Aho,FI,W,18,445,41,153,194,-35,906
1563,2015,37,Boston Bruins,Brandon Carlo,US,D,18,403,41,195,236,24,863
1565,2015,39,Colorado Avalanche,A.J. Greer,CA,W,18,47,40,36,76,-18,27
1566,2015,40,Colorado Avalanche,Nicolas Meloche,CA,D,18,57,40,53,93,17,82
1569,2015,43,Los Angeles Kings,Erik Cernak,SK,D,18,226,40,55,95,-6,113
1571,2015,45,Boston Bruins,Jakob Forsbacka Karlsson,SE,C,18,29,40,59,99,16,176
1572,2015,46,Pittsburgh Penguins,Daniel Sprong,NL,W,18,202,40,75,115,16,1036
1573,2015,47,Winnipeg Jets,Jansen Harkins,US,C,18,132,40,59,99,-29,204
1574,2015,48,Ottawa Senators,Filip Chlapik,CZ,C,18,57,40,57,97,0,204
1575,2015,49,Dallas Stars,Roope Hintz,FI,W,18,239,40,39,79,-2,120
1576,2015,50,Minnesota Wild,Jordan Greenway,US,W,18,272,40,142,182,31,2307
1577,2015,51,Buffalo Sabres,Brendan Guhle,CA,D,18,65,40,73,113,-137,1422
1578,2015,52,Boston Bruins,Jeremy Lauzon,CA,D,18,142,40,133,173,-39,894
1579,2015,53,Calgary Flames,Rasmus Andersson,SE,D,18,298,40,68,108,-5,242
1581,2015,55,Nashville Predators,Yakov Trenin,RU,C,18,146,40,56,96,-20,40
1582,2015,56,St. Louis Blues,Vince Dunn,CA,D,18,340,40,50,90,-64,137
1583,2015,57,Washington Capitals,Jonas Siegenthaler,CH,D,18,175,39,98,137,1,173
1584,2015,58,Columbus Blue Jackets,Kevin Stenlund,SE,C,18,71,39,32,71,-6,100
1586,2015,60,Calgary Flames,Oliver Kylington,SE,D,18,168,39,45,84,-4,43
1589,2015,63,Arizona Coyotes,Kyle Capobianco,CA,D,18,59,39,112,151,-71,567
1592,2015,66,Vancouver Canucks,Guillaume Brisebois,CA,D,18,10,39,79,118,17,100
1593,2015,67,New Jersey Devils,Blake Speers,CA,C,18,5,39,162,201,-37,151
1595,2015,69,Columbus Blue Jackets,Keegan Kolesar,CA,W,18,122,39,82,121,-98,132
1597,2015,71,Colorado Avalanche,Jean-Christophe Beaudin,CA,C,18,22,39,52,91,-60,107
1598,2015,72,Tampa Bay Lightning,Anthony Cirelli,CA,C,18,294,38,108,146,42,65
1611,2015,85,Nashville Predators,Thomas Novak,US,C,18,27,38,84,122,-87,250
1613,2015,87,Montreal Canadiens,Lukas Vejdemo,SE,C,19,13,38,86,124,-50,221
1615,2015,89,New York Rangers,Aleksi Saarela,FI,C,18,9,38,48,86,-41,313
1617,2015,91,Chicago Blackhawks,Dennis Gilbert,US,D,18,25,38,184,222,84,1437
1618,2015,92,Buffalo Sabres,William Borgen,US,D,18,50,38,46,84,-8,113
1622,2015,96,Carolina Hurricanes,Nicolas Roy,CA,C,18,163,38,39,77,-83,60
1623,2015,97,New Jersey Devils,Colton White,CA,D,18,38,37,125,162,-1,252
1625,2015,99,Los Angeles Kings,Austin Wagner,CA,W,18,171,37,26,63,-27,195
1626,2015,100,Nashville Predators,Anthony Richard,CA,C,18,2,37,81,118,-15,90
1627,2015,101,Colorado Avalanche,Andrei Mironov,RU,D,21,10,37,31,68,-42,552
1628,2015,102,Florida Panthers,Denis Malgin,CH,C,18,192,37,41,78,-9,123
1630,2015,104,Philadelphia Flyers,Mikhail Vorobyev,RU,C,18,35,37,61,98,-31,118
1633,2015,107,Ottawa Senators,Christian Wolanin,CA,D,20,70,37,67,104,-31,348
1641,2015,115,Nashville Predators,Alexandre Carrier,CA,D,18,101,37,28,65,-62,104
1642,2015,116,St. Louis Blues,Glenn Gawdin,CA,C,18,9,37,44,81,-45,646
1643,2015,117,Edmonton Oilers,Caleb Jones,US,D,18,144,36,138,174,50,213
1646,2015,120,Tampa Bay Lightning,Mathieu Joseph,CA,W,18,232,36,76,112,21,201
1649,2015,123,Arizona Coyotes,Conor Garland,US,W,19,241,36,105,141,58,122
1650,2015,124,Edmonton Oilers,Ethan Bear,CA,D,18,190,36,172,208,112,70
1651,2015,125,Toronto Maple Leafs,Dmytro Timashov,UA,W,18,45,36,49,85,-38,112
1653,2015,127,St. Louis Blues,Niko Mikkola,FI,D,19,89,36,71,107,14,108
1654,2015,128,Philadelphia Flyers,David Kase,CZ,W,18,7,36,126,162,2,321
1661,2015,135,Minnesota Wild,Kirill Kaprizov,RU,W,18,136,36,40,76,-9,1914
1663,2015,137,Pittsburgh Penguins,Dominik Simon,CZ,C,21,256,36,192,228,114,656
1665,2015,139,Ottawa Senators,Christian Jaros,SK,D,19,94,36,142,178,78,2516
1666,2015,140,Detroit Red Wings,Chase Pearson,CA,C,18,3,36,40,76,6,35
1668,2015,142,San Jose Sharks,Rudolfs Balcers,LV,W,18,153,36,187,223,91,955
1675,2015,149,Vancouver Canucks,Adam Gaudette,US,C,18,218,35,23,58,0,58
1680,2015,154,Edmonton Oilers,John Marino,US,D,18,189,35,50,85,-14,77
1683,2015,157,New Jersey Devils,Brett Seney,CA,W,19,55,35,29,64,-4,98
1684,2015,158,Philadelphia Flyers,Cooper Marody,US,C,18,7,34,53,87,-45,51
1685,2015,159,Columbus Blue Jackets,Vladislav Gavrikov,RU,D,19,204,34,57,91,-8,98
1691,2015,165,Boston Bruins,Cameron Hughes,CA,C,18,2,34,122,156,-64,74
1692,2015,166,Calgary Flames,Andrew Mangiapane,CA,W,19,260,34,77,111,12,167
1694,2015,168,Winnipeg Jets,Mason Appleton,US,C,19,206,34,42,76,-19,103
1706,2015,180,Tampa Bay Lightning,Bokondji Imama,CA,W,19,4,34,49,83,9,90
1715,2015,189,Columbus Blue Jackets,Markus Nutivaara,FI,D,21,275,33,85,118,-6,630
1720,2015,194,Los Angeles Kings,Matt Roy,CA,D,20,206,33,135,168,133,620
1724,2015,198,Winnipeg Jets,Sami Niku,FI,D,18,67,33,56,89,-33,174
1738,2014,1,Florida Panthers,Aaron Ekblad,CA,D,18,554,32,65,97,-27,1050
1739,2014,2,Buffalo Sabres,Sam Reinhart,CA,C,18,532,32,139,171,-142,1235
1740,2014,3,Edmonton Oilers,Leon Draisaitl,DE,C,18,558,32,38,70,-25,58
1741,2014,4,Calgary Flames,Samuel Bennett,CA,C,18,483,31,21,52,-5,45
1742,2014,5,New York Islanders,Michael Dal Colle,CA,W,18,112,31,129,160,-78,166
1743,2014,6,Vancouver Canucks,Jake Virtanen,CA,W,18,317,31,20,51,7,40
1744,2014,7,Carolina Hurricanes,Haydn Fleury,CA,D,18,215,31,29,60,-7,410
1746,2014,9,Winnipeg Jets,Nikolaj Ehlers,DK,W,18,478,31,52,83,-3,42
1747,2014,10,Anaheim Ducks,Nicholas Ritchie,CA,W,18,407,31,51,82,31,66
1748,2014,11,Nashville Predators,Kevin Fiala,CH,W,18,419,31,23,54,-1,122
1749,2014,12,Arizona Coyotes,Brendan Perlini,GB,W,18,262,31,116,147,59,764
1751,2014,14,Dallas Stars,Julius Honka,FI,D,18,87,31,87,118,-9,351
1752,2014,15,Detroit Red Wings,Dylan Larkin,US,C,18,504,31,30,61,-36,447
1753,2014,16,Columbus Blue Jackets,Sonny Milano,US,W,18,197,31,73,104,-45,376
1754,2014,17,Philadelphia Flyers,Travis Sanheim,CA,D,18,335,31,30,61,-6,106
1755,2014,18,Minnesota Wild,Alex Tuch,US,W,18,305,31,43,74,-16,77
1756,2014,19,Tampa Bay Lightning,Anthony Deangelo,US,D,18,270,31,44,75,-47,112
1757,2014,20,Chicago Blackhawks,Nick Schmaltz,US,C,18,364,31,43,74,-16,77
1758,2014,21,St. Louis Blues,Robert Fabbri,CA,C,18,302,31,48,79,-38,1421
1759,2014,22,Pittsburgh Penguins,Kasperi Kapanen,FI,W,18,321,31,42,73,5,41
1761,2014,24,Vancouver Canucks,Jared McCann,CA,C,18,427,31,198,229,87,1809
1762,2014,25,Boston Bruins,David Pastrnak,CZ,W,18,510,31,49,80,0,96
1763,2014,26,Montreal Canadiens,Nikita Scherbak,RU,W,18,37,31,92,123,40,520
1764,2014,27,San Jose Sharks,Nikolay Goldobin,RU,W,18,125,31,55,86,-24,98
1766,2014,29,Los Angeles Kings,Adrian Kempe,SE,W,18,390,31,91,122,-56,1017
1767,2014,30,New Jersey Devils,John Quenneville,CA,C,18,42,31,91,122,-56,1017
1768,2014,31,Buffalo Sabres,Brendan Lemieux,US,W,18,230,30,32,62,19,52
1769,2014,32,Florida Panthers,Jayce Hawryluk,CA,C,18,98,30,44,74,9,83
1775,2014,38,Anaheim Ducks,Marcus Pettersson,SE,D,18,294,30,80,110,-17,72
1777,2014,40,Ottawa Senators,Andreas Englund,SE,D,18,33,30,97,127,4,579
1778,2014,41,New Jersey Devils,Joshua Jacobs,US,D,18,3,30,84,114,-47,245
1779,2014,42,Nashville Predators,Vladislav Kamenev,RU,W,18,66,30,99,129,5,260
1780,2014,43,Arizona Coyotes,Ryan MacInnis,US,C,18,27,30,150,180,26,491
1785,2014,48,Philadelphia Flyers,Nicolas Aube-Kubel,CA,W,18,169,30,51,81,-40,613
1787,2014,50,Los Angeles Kings,Roland McKeown,CA,D,18,10,30,15,45,-2,417
1789,2014,52,St. Louis Blues,Maxim Letunov,RU,C,18,3,30,47,77,-82,215
1792,2014,55,Anaheim Ducks,Brandon Montour,CA,D,20,374,29,87,116,-19,131
1793,2014,56,Boston Bruins,Ryan Donato,US,C,18,254,29,107,136,-35,261
1795,2014,58,Arizona Coyotes,Christian Dvorak,US,W,18,358,29,136,165,131,622
1800,2014,63,Detroit Red Wings,Dominic Turgeon,CA,C,18,9,29,107,136,26,839
1802,2014,65,Florida Panthers,Juho Lammikko,FI,W,18,159,29,130,159,130,585
1803,2014,66,Vancouver Canucks,Nikita Tryamkin,RU,D,20,79,29,53,82,-3,85
1804,2014,67,Carolina Hurricanes,Warren Foegele,CA,W,18,282,29,45,74,-9,64
1805,2014,68,Toronto Maple Leafs,Rinat Valiev,RU,D,19,12,29,135,164,-4,377
1810,2014,73,Montreal Canadiens,Brett Lernout,CA,D,18,21,28,36,64,10,68
1816,2014,79,Tampa Bay Lightning,Brayden Point,CA,C,18,417,28,38,66,-52,1298
1817,2014,80,Minnesota Wild,Louis Belpedio,US,D,18,4,28,40,68,1,54
1819,2014,82,St. Louis Blues,Jake Walman,CA,D,18,76,28,41,69,3,105
1823,2014,86,Philadelphia Flyers,Mark Friedman,CA,D,18,42,28,79,107,-76,225
1826,2014,89,Washington Capitals,Nathan Walker,GB,W,20,55,28,43,71,-4,1081
1827,2014,90,Los Angeles Kings,Michael Amadio,CA,C,18,229,28,41,69,-60,2069
1828,2014,91,Edmonton Oilers,William Lagesson,SE,D,18,60,28,119,147,159,775
1834,2014,97,Carolina Hurricanes,Lucas Wallmark,SE,C,19,187,28,38,66,-31,69
1836,2014,99,Winnipeg Jets,Chase De Leo,US,C,18,7,27,21,48,-25,12
1838,2014,101,Winnipeg Jets,Nelson Nogier,CA,D,18,11,27,31,58,-16,43
1843,2014,106,Detroit Red Wings,Christoffer Ehn,SE,C,18,114,27,67,94,-87,708
1845,2014,108,New York Islanders,Devon Toews,CA,D,20,235,27,44,71,-16,123
1847,2014,110,St. Louis Blues,Austin Poganski,US,W,18,22,27,33,60,-21,554
1849,2014,112,Nashville Predators,Viktor Arvidsson,SE,W,21,451,27,32,59,-21,71
1854,2014,117,Arizona Coyotes,Michael Bunting,CA,W,18,105,27,37,64,2,673
1856,2014,119,Tampa Bay Lightning,Ben Thomas,CA,D,18,5,27,38,65,-15,118
1858,2014,121,Buffalo Sabres,Maxwell Willman,US,C,19,41,27,33,60,-21,36
1863,2014,126,Vancouver Canucks,Gustav Forsling,SE,D,18,236,27,104,131,18,541
1864,2014,127,Carolina Hurricanes,Clark Bishop,CA,C,18,47,27,93,120,1,217
1865,2014,128,Toronto Maple Leafs,Dakota Joshua,US,C,18,42,27,95,122,-8,178
1866,2014,129,Winnipeg Jets,Clinston Franklin,US,W,20,4,27,101,128,-257,809
1870,2014,133,Arizona Coyotes,Dysin Mayo,CA,D,18,67,26,38,64,23,75
1875,2014,138,Philadelphia Flyers,Oskar Lindblom,SE,W,18,263,26,85,111,-45,704
1877,2014,140,New York Rangers,Daniel Walcott,CA,D,20,1,26,45,71,-52,2301
1881,2014,144,Colorado Avalanche,Anton Lindholm,SE,D,19,66,26,94,120,-22,1814
1882,2014,145,Pittsburgh Penguins,Anthony Angello,US,C,18,31,26,57,83,25,267
1883,2014,146,Boston Bruins,Anders Bjork,US,W,18,211,26,26,52,-17,4
1886,2014,149,San Jose Sharks,Rourke Chartier,CA,C,18,13,26,95,121,-80,766
1898,2014,161,New Jersey Devils,Brandon Baddock,CA,W,19,1,25,47,72,27,263
1908,2014,171,San Jose Sharks,Kevin Labanc,US,W,18,360,25,79,104,-59,410
1913,2014,176,St. Louis Blues,Samuel Blais,CA,W,18,133,25,98,123,39,541
1915,2014,178,Chicago Blackhawks,Dylan Sikura,CA,C,19,58,25,65,90,0,220
1918,2014,181,Buffalo Sabres,Victor Olofsson,SE,W,19,188,25,56,81,-14,146
1925,2014,188,Toronto Maple Leafs,Pierre Engvall,SE,W,18,168,24,29,53,-21,42
1942,2014,205,Anaheim Ducks,Ondrej Kase,CZ,W,18,257,24,108,132,-9,197
1947,2014,210,Los Angeles Kings,Jacob Middleton,CA,D,18,80,24,27,51,8,80
1948,2013,1,Colorado Avalanche,Nathan MacKinnon,CA,C,18,638,24,82,106,107,433
1949,2013,2,Florida Panthers,Aleksander Barkov,FI,C,18,596,23,34,57,-32,16
1950,2013,3,Tampa Bay Lightning,Jonathan Drouin,CA,W,18,427,23,22,45,-11,40
1951,2013,4,Nashville Predators,Seth Jones,US,D,18,658,23,24,47,-15,20
1952,2013,5,Carolina Hurricanes,Elias Lindholm,SE,C,18,663,23,16,39,-9,71
1953,2013,6,Calgary Flames,Sean Monahan,CA,C,18,656,23,36,59,-15,64
1954,2013,7,Edmonton Oilers,Darnell Nurse,CA,D,18,477,23,58,81,50,68
1955,2013,8,Buffalo Sabres,Rasmus Ristolainen,FI,D,18,608,23,93,116,81,421
1956,2013,9,Vancouver Canucks,Bo Horvat,CA,C,18,572,23,68,91,-38,192
1957,2013,10,Dallas Stars,Valeri Nichushkin,RU,W,18,405,23,44,67,1,64
1958,2013,11,Philadelphia Flyers,Samuel Morin,CA,D,18,29,23,27,50,-3,50
1960,2013,13,Winnipeg Jets,Josh Morrissey,CA,D,18,423,23,83,106,-3,683
1961,2013,14,Columbus Blue Jackets,Alexander Wennberg,SE,C,18,551,23,56,79,1,182
1962,2013,15,New York Islanders,Ryan Pulock,CA,D,18,346,23,47,70,-10,457
1963,2013,16,Buffalo Sabres,Nikita Zadorov,RU,D,18,485,23,19,42,-22,56
1965,2013,18,San Jose Sharks,Mirco Mueller,CH,D,18,185,23,90,113,45,369
1966,2013,19,Columbus Blue Jackets,Kerby Rychel,US,W,18,43,23,36,59,-40,159
1967,2013,20,Detroit Red Wings,Anthony Mantha,CA,W,18,353,23,37,60,-19,36
1968,2013,21,Toronto Maple Leafs,Frederik Gauthier,CA,C,18,178,23,80,103,-14,338
1969,2013,22,Calgary Flames,Emile Poirier,CA,W,18,8,23,23,46,-6,31
1970,2013,23,Washington Capitals,Andre Burakovsky,AT,W,18,519,23,20,43,-30,1082
1972,2013,25,Montreal Canadiens,Michael McCarron,US,W,18,126,23,36,59,9,12
1973,2013,26,Anaheim Ducks,Shea Theodore,CA,D,18,395,23,21,44,10,199
1974,2013,27,Columbus Blue Jackets,Marko Daňo,AT,C,18,141,23,33,56,-1,73
1975,2013,28,Calgary Flames,Morgan Klimchuk,CA,W,18,1,23,51,74,-34,306
1976,2013,29,Dallas Stars,Jason Dickinson,CA,C,18,283,23,46,69,-17,465
1977,2013,30,Chicago Blackhawks,Ryan Hartman,US,W,18,447,23,175,198,55,1241
1978,2013,31,Florida Panthers,Ian McCoshen,US,D,18,60,23,63,86,-45,39
1979,2013,32,Colorado Avalanche,Chris Bigras,CA,D,18,46,23,44,67,-42,263
1980,2013,33,Tampa Bay Lightning,Adam Erne,US,W,18,294,22,22,44,-15,24
1981,2013,34,Montreal Canadiens,Jacob de La Rose,SE,W,18,242,22,27,49,-7,44
1982,2013,35,Buffalo Sabres,J.T. Compher,US,W,18,341,22,122,144,9,67
1984,2013,37,Los Angeles Kings,Valentin Zykov,RU,W,18,55,22,55,77,0,80
1986,2013,39,Phoenix Coyotes,Laurent Dauphin,CA,C,18,73,22,31,53,-10,64
1987,2013,40,Dallas Stars,Remi Elie,CA,W,18,107,22,24,46,-7,30
1988,2013,41,Philadelphia Flyers,Robert Hagg,SE,D,18,300,22,26,48,-6,22
1989,2013,42,New Jersey Devils,Steven Santini,US,D,18,119,22,95,117,37,190
1990,2013,43,Winnipeg Jets,Nic Petan,CA,C,18,154,22,16,38,-21,34
1992,2013,45,Anaheim Ducks,Nick Sorensen,DK,W,18,5,22,101,123,51,380
1993,2013,46,Minnesota Wild,Gustav Olofsson,SE,D,18,59,22,59,81,-28,280
1997,2013,50,Columbus Blue Jackets,Dillon Heatherington,CA,D,18,20,22,53,75,-43,264
1998,2013,51,Chicago Blackhawks,Carl Dahlstrom,SE,D,18,67,22,33,55,-33,59
1999,2013,52,Buffalo Sabres,Justin Bailey,US,W,18,82,22,99,121,-3,335
2000,2013,53,Washington Capitals,Madison Bowey,CA,D,18,158,22,69,91,-26,99
2002,2013,55,Montreal Canadiens,Artturi Lehkonen,FI,W,18,412,22,137,159,-93,208
2004,2013,57,St. Louis Blues,William Carrier,CA,W,18,318,22,53,75,4,177
2005,2013,58,Detroit Red Wings,Tyler Bertuzzi,CA,W,18,276,22,36,58,-20,71
2008,2013,61,Washington Capitals,Zachary Sanford,US,W,18,289,22,24,46,-24,34
2013,2013,66,Carolina Hurricanes,Brett Pesce,US,D,18,475,21,49,70,60,227
2016,2013,69,Buffalo Sabres,Nicholas Baptiste,CA,W,18,47,21,75,96,-29,290
2019,2013,72,Philadelphia Flyers,Tyrell Goulbourne,CA,W,19,11,21,36,57,-9,76
2021,2013,74,Chicago Blackhawks,John Hayden,US,C,18,240,21,19,40,-21,89
2022,2013,75,New York Rangers,Pavel Buchnevich,RU,W,18,374,21,44,65,-24,550
2024,2013,77,Pittsburgh Penguins,Jake Guentzel,US,C,18,375,21,58,79,-61,460
2026,2013,79,Detroit Red Wings,Mattias Janmark,SE,C,20,420,21,137,158,-9,1089
2027,2013,80,New York Rangers,Anthony Duclair,CA,W,18,470,21,108,129,74,869
2028,2013,81,Minnesota Wild,Kurtis Gabriel,CA,W,20,51,21,104,125,55,622
2029,2013,82,Toronto Maple Leafs,Carter Verhaeghe,CA,C,18,173,21,32,53,-8,32
2030,2013,83,Edmonton Oilers,Bogdan Yakimov,RU,C,18,1,21,67,88,-7,120
2033,2013,86,Montreal Canadiens,Sven Andrighetto,CH,W,20,216,21,50,71,-43,321
2035,2013,88,Edmonton Oilers,Anton Slepyshev,RU,W,19,102,21,48,69,10,184
2036,2013,89,Columbus Blue Jackets,Oliver Bjorkstrand,DK,W,18,382,21,32,53,19,78
2037,2013,90,Boston Bruins,Peter Cehlarik,SK,W,18,40,21,76,97,-71,401
2038,2013,91,Winnipeg Jets,J.C. Lipon,CA,W,20,9,21,17,38,-14,25
2040,2013,93,Colorado Avalanche,Mason Geertsen,CA,D,18,25,21,90,111,-37,222
2047,2013,100,New Jersey Devils,Miles Wood,US,W,18,326,20,31,51,-27,58
2048,2013,101,Dallas Stars,Nicholas Paul,CA,W,18,248,20,44,64,-21,84
2049,2013,102,Ottawa Senators,Tobias Lindberg,SE,W,18,6,20,52,72,-21,171
2050,2013,103,Los Angeles Kings,Justin Auger,CA,W,19,2,20,93,113,-18,385
2051,2013,104,Winnipeg Jets,Andrew Copp,US,C,19,483,20,110,130,54,219
2055,2013,108,Ottawa Senators,Ben Harpur,CA,D,18,156,20,26,46,-24,73
2057,2013,110,New York Rangers,Ryan Graves,CA,D,18,224,20,33,53,-5,100
2065,2013,118,Los Angeles Kings,Hudson Fasching,US,W,18,38,20,33,53,5,85
2068,2013,121,Chicago Blackhawks,Tyler Motte,US,C,18,269,20,39,59,14,29
2070,2013,123,Colorado Avalanche,Will Butcher,US,D,18,275,20,80,100,29,217
2072,2013,125,Nashville Predators,Saku Maenalanen,FI,W,19,34,20,77,97,-140,604
2074,2013,127,Winnipeg Jets,Tucker Poolman,US,D,20,160,19,40,59,-22,71
2080,2013,133,Phoenix Coyotes,Connor Clifton,US,D,18,154,19,79,98,78,172
2081,2013,134,Chicago Blackhawks,Luke Johnson,US,C,18,32,19,85,104,-76,168
2084,2013,137,Minnesota Wild,Carson Soucy,CA,D,19,172,19,17,36,-36,778
2095,2013,148,Los Angeles Kings,Jonny Brodzinski,US,C,20,84,19,29,48,-23,134
2099,2013,152,Florida Panthers,Joshua Brown,CA,D,19,171,19,19,38,-6,451
2106,2013,159,Buffalo Sabres,Sean Malone,US,C,18,2,19,54,73,-19,176
2113,2013,166,New York Islanders,Alan Quine,CA,C,20,106,19,60,79,-14,365
2121,2013,174,Washington Capitals,Brian Pinho,US,C,18,2,18,19,37,-13,18
2127,2013,180,Boston Bruins,Anton Blidh,SE,W,18,70,18,36,54,2,60
2133,2013,186,Tampa Bay Lightning,Joel Vermin,CH,W,21,24,18,15,33,4,12
2138,2013,191,Los Angeles Kings,Dominik Kubalik,CZ,W,18,202,18,53,71,-27,122
2143,2013,196,New York Islanders,Kyle Burroughs,CA,D,18,47,18,147,165,8,661
2145,2013,198,Calgary Flames,John Gilmour,CA,D,20,37,18,80,98,-19,1374
2149,2013,202,Toronto Maple Leafs,Andreas Johnson,SE,W,18,246,18,73,91,-20,282
2151,2013,204,Washington Capitals,Tyler Lewington,CA,D,18,12,18,18,36,-9,12
2153,2013,206,Florida Panthers,MacKenzie Weegar,CA,D,19,306,18,43,61,-24,58
2159,2012,1,Edmonton Oilers,Nail Yakupov,RU,W,18,350,18,13,31,-25,30
2160,2012,2,Columbus Blue Jackets,Ryan Murray,CA,D,18,432,18,19,37,-16,18
2161,2012,3,Montreal Canadiens,Alex Galchenyuk,US,C,18,643,18,77,95,-44,745
2162,2012,4,New York Islanders,Griffin Reinhart,CA,D,18,37,18,37,55,-75,191
2163,2012,5,Toronto Maple Leafs,Morgan Rielly,CA,D,18,654,18,23,41,-35,117
2164,2012,6,Anaheim Ducks,Hampus Lindholm,SE,D,18,591,18,17,35,-52,35
2165,2012,7,Minnesota Wild,Mathew Dumba,CA,D,18,519,17,23,40,11,18
2166,2012,8,Pittsburgh Penguins,Derrick Pouliot,CA,D,18,213,17,25,42,-25,28
2167,2012,9,Winnipeg Jets,Jacob Trouba,US,D,18,597,17,34,51,-34,71
2168,2012,10,Tampa Bay Lightning,Slater Koekkoek,CA,D,18,186,17,34,51,-21,32
2169,2012,11,Washington Capitals,Filip Forsberg,SE,C,18,566,17,55,72,-3,34
2170,2012,12,Buffalo Sabres,Mikhail Grigorenko,RU,C,18,249,17,11,28,-17,101
2171,2012,13,Dallas Stars,Radek Faksa,CZ,C,18,483,17,54,71,26,42
2172,2012,14,Buffalo Sabres,Zemgus Girgensons,LV,C,18,545,17,22,39,1,61
